time,.data
2019/05/17/23:53:41.737843,408
2019/05/17/23:53:41.756901,410
2019/05/17/23:53:41.774224,410
2019/05/17/23:53:41.791160,410
2019/05/17/23:53:41.809945,409
2019/05/17/23:53:41.827057,409
2019/05/17/23:53:41.844902,410
2019/05/17/23:53:41.861776,411
2019/05/17/23:53:41.879841,410
2019/05/17/23:53:41.896802,410
2019/05/17/23:53:41.914906,410
2019/05/17/23:53:41.931823,410
2019/05/17/23:53:41.949560,409
2019/05/17/23:53:41.967634,409
2019/05/17/23:53:41.984305,409
2019/05/17/23:53:42.004754,408
2019/05/17/23:53:42.022883,409
2019/05/17/23:53:42.039679,410
2019/05/17/23:53:42.058160,410
2019/05/17/23:53:42.073924,410
2019/05/17/23:53:42.092240,409
2019/05/17/23:53:42.109194,410
2019/05/17/23:53:42.128548,410
2019/05/17/23:53:42.146704,410
2019/05/17/23:53:42.164659,411
2019/05/17/23:53:42.181825,411
2019/05/17/23:53:42.198614,410
2019/05/17/23:53:42.217766,410
2019/05/17/23:53:42.234812,410
2019/05/17/23:53:42.253478,409
2019/05/17/23:53:42.270465,409
2019/05/17/23:53:42.287686,410
2019/05/17/23:53:42.304750,410
2019/05/17/23:53:42.323511,410
2019/05/17/23:53:42.342493,409
2019/05/17/23:53:42.361136,409
2019/05/17/23:53:42.378211,410
2019/05/17/23:53:42.394723,410
2019/05/17/23:53:42.412164,410
2019/05/17/23:53:42.429981,410
2019/05/17/23:53:42.448487,410
2019/05/17/23:53:42.465365,409
2019/05/17/23:53:42.482135,410
2019/05/17/23:53:42.499187,409
2019/05/17/23:53:42.517965,409
2019/05/17/23:53:42.535236,409
2019/05/17/23:53:42.552268,409
2019/05/17/23:53:42.569430,409
2019/05/17/23:53:42.589718,409
2019/05/17/23:53:42.605781,409
2019/05/17/23:53:42.622741,409
2019/05/17/23:53:42.640854,408
2019/05/17/23:53:42.658585,408
2019/05/17/23:53:42.676513,408
2019/05/17/23:53:42.694955,408
2019/05/17/23:53:42.710733,408
2019/05/17/23:53:42.729053,408
2019/05/17/23:53:42.746831,408
2019/05/17/23:53:42.765059,407
2019/05/17/23:53:42.781770,407
2019/05/17/23:53:42.800672,407
2019/05/17/23:53:42.817471,407
2019/05/17/23:53:42.834826,407
2019/05/17/23:53:42.852795,408
2019/05/17/23:53:42.869606,411
2019/05/17/23:53:42.887831,411
2019/05/17/23:53:42.904261,411
2019/05/17/23:53:42.922361,411
2019/05/17/23:53:42.939586,410
2019/05/17/23:53:42.956652,410
2019/05/17/23:53:42.974794,409
2019/05/17/23:53:42.993944,409
2019/05/17/23:53:43.011344,409
2019/05/17/23:53:43.027881,409
2019/05/17/23:53:43.041915,409
2019/05/17/23:53:43.058990,408
2019/05/17/23:53:43.077746,409
2019/05/17/23:53:43.095487,409
2019/05/17/23:53:43.114587,409
2019/05/17/23:53:43.131847,409
2019/05/17/23:53:43.148794,409
2019/05/17/23:53:43.165901,408
2019/05/17/23:53:43.182993,408
2019/05/17/23:53:43.200090,410
2019/05/17/23:53:43.217445,410
2019/05/17/23:53:43.234844,410
2019/05/17/23:53:43.254335,409
2019/05/17/23:53:43.271274,409
2019/05/17/23:53:43.289483,411
2019/05/17/23:53:43.306026,410
2019/05/17/23:53:43.323849,410
2019/05/17/23:53:43.340997,410
2019/05/17/23:53:43.359200,409
2019/05/17/23:53:43.376336,410
2019/05/17/23:53:43.395651,410
2019/05/17/23:53:43.412821,410
2019/05/17/23:53:43.433103,409
2019/05/17/23:53:43.449968,409
2019/05/17/23:53:43.467618,409
2019/05/17/23:53:43.484801,409
2019/05/17/23:53:43.501839,408
2019/05/17/23:53:43.518950,408
2019/05/17/23:53:43.537225,408
2019/05/17/23:53:43.555550,408
2019/05/17/23:53:43.571969,408
2019/05/17/23:53:43.589464,407
2019/05/17/23:53:43.606889,407
2019/05/17/23:53:43.624974,407
2019/05/17/23:53:43.643101,407
2019/05/17/23:53:43.662383,407
2019/05/17/23:53:43.681532,406
2019/05/17/23:53:43.695501,406
2019/05/17/23:53:43.712844,407
2019/05/17/23:53:43.730032,406
2019/05/17/23:53:43.748114,408
2019/05/17/23:53:43.767456,407
2019/05/17/23:53:43.784411,407
2019/05/17/23:53:43.803637,407
2019/05/17/23:53:43.820778,407
2019/05/17/23:53:43.838989,407
2019/05/17/23:53:43.856214,409
2019/05/17/23:53:43.875447,409
2019/05/17/23:53:43.894150,408
2019/05/17/23:53:43.912260,411
2019/05/17/23:53:43.931874,412
2019/05/17/23:53:43.948757,412
2019/05/17/23:53:43.966682,412
2019/05/17/23:53:43.983680,411
2019/05/17/23:53:44.002791,411
2019/05/17/23:53:44.019989,411
2019/05/17/23:53:44.036978,411
2019/05/17/23:53:44.055372,410
2019/05/17/23:53:44.073236,410
2019/05/17/23:53:44.091596,410
2019/05/17/23:53:44.110862,409
2019/05/17/23:53:44.129409,409
2019/05/17/23:53:44.147099,411
2019/05/17/23:53:44.163806,410
2019/05/17/23:53:44.181887,410
2019/05/17/23:53:44.198925,410
2019/05/17/23:53:44.217495,410
2019/05/17/23:53:44.235336,409
2019/05/17/23:53:44.253918,411
2019/05/17/23:53:44.272808,410
2019/05/17/23:53:44.290481,410
2019/05/17/23:53:44.307732,410
2019/05/17/23:53:44.325118,409
2019/05/17/23:53:44.342040,409
2019/05/17/23:53:44.358825,409
2019/05/17/23:53:44.376108,409
2019/05/17/23:53:44.394000,409
2019/05/17/23:53:44.411113,409
2019/05/17/23:53:44.429211,410
2019/05/17/23:53:44.448686,409
2019/05/17/23:53:44.465719,409
2019/05/17/23:53:44.483641,410
2019/05/17/23:53:44.502084,410
2019/05/17/23:53:44.520788,409
2019/05/17/23:53:44.538896,409
2019/05/17/23:53:44.557162,410
2019/05/17/23:53:44.575728,409
2019/05/17/23:53:44.593735,409
2019/05/17/23:53:44.611739,409
2019/05/17/23:53:44.629438,409
2019/05/17/23:53:44.643580,409
2019/05/17/23:53:44.661830,409
2019/05/17/23:53:44.681100,409
2019/05/17/23:53:44.699333,409
2019/05/17/23:53:44.716760,409
2019/05/17/23:53:44.735140,409
2019/05/17/23:53:44.753762,409
2019/05/17/23:53:44.771173,409
2019/05/17/23:53:44.788646,409
2019/05/17/23:53:44.806897,408
2019/05/17/23:53:44.823817,409
2019/05/17/23:53:44.840961,409
2019/05/17/23:53:44.858018,409
2019/05/17/23:53:44.876059,408
2019/05/17/23:53:44.894755,408
2019/05/17/23:53:44.911704,408
2019/05/17/23:53:44.929237,407
2019/05/17/23:53:44.946177,407
2019/05/17/23:53:44.965582,407
2019/05/17/23:53:44.982571,407
2019/05/17/23:53:44.999589,407
2019/05/17/23:53:45.017954,406
2019/05/17/23:53:45.036049,406
2019/05/17/23:53:45.054641,406
2019/05/17/23:53:45.072596,408
2019/05/17/23:53:45.089793,408
2019/05/17/23:53:45.105807,408
2019/05/17/23:53:45.124968,407
2019/05/17/23:53:45.142081,409
2019/05/17/23:53:45.159164,408
2019/05/17/23:53:45.177297,408
2019/05/17/23:53:45.195075,408
2019/05/17/23:53:45.212505,407
2019/05/17/23:53:45.229490,407
2019/05/17/23:53:45.248116,407
2019/05/17/23:53:45.265581,407
2019/05/17/23:53:45.284820,408
2019/05/17/23:53:45.301721,409
2019/05/17/23:53:45.318887,409
2019/05/17/23:53:45.339722,409
2019/05/17/23:53:45.353236,408
2019/05/17/23:53:45.370560,408
2019/05/17/23:53:45.388624,409
2019/05/17/23:53:45.405869,410
2019/05/17/23:53:45.418605,410
2019/05/17/23:53:45.436700,410
2019/05/17/23:53:45.452955,410
2019/05/17/23:53:45.467563,409
2019/05/17/23:53:45.486946,409
2019/05/17/23:53:45.504213,409
2019/05/17/23:53:45.521239,409
2019/05/17/23:53:45.534200,409
2019/05/17/23:53:45.552282,410
2019/05/17/23:53:45.570223,409
2019/05/17/23:53:45.586708,409
2019/05/17/23:53:45.604822,409
2019/05/17/23:53:45.617761,409
2019/05/17/23:53:45.635432,410
2019/05/17/23:53:45.652701,410
2019/05/17/23:53:45.670743,409
2019/05/17/23:53:45.689309,409
2019/05/17/23:53:45.706093,409
2019/05/17/23:53:45.724059,408
2019/05/17/23:53:45.742080,408
2019/05/17/23:53:45.760294,409
2019/05/17/23:53:45.778785,410
2019/05/17/23:53:45.796792,410
