time,.data
2019/05/17/23:59:03.687715,129
2019/05/17/23:59:03.704715,129
2019/05/17/23:59:03.721941,129
2019/05/17/23:59:03.739588,129
2019/05/17/23:59:03.758843,129
2019/05/17/23:59:03.777386,129
2019/05/17/23:59:03.795581,129
2019/05/17/23:59:03.813324,128
2019/05/17/23:59:03.831599,128
2019/05/17/23:59:03.848485,128
2019/05/17/23:59:03.866379,129
2019/05/17/23:59:03.883279,129
2019/05/17/23:59:03.901531,128
2019/05/17/23:59:03.918419,129
2019/05/17/23:59:03.938055,130
2019/05/17/23:59:03.953934,130
2019/05/17/23:59:03.972440,130
2019/05/17/23:59:03.989405,130
2019/05/17/23:59:04.007355,131
2019/05/17/23:59:04.025005,131
2019/05/17/23:59:04.042639,131
2019/05/17/23:59:04.059446,131
2019/05/17/23:59:04.076978,130
2019/05/17/23:59:04.094687,130
2019/05/17/23:59:04.113775,130
2019/05/17/23:59:04.131008,130
2019/05/17/23:59:04.149170,131
2019/05/17/23:59:04.167783,129
2019/05/17/23:59:04.185714,129
2019/05/17/23:59:04.203730,127
2019/05/17/23:59:04.221686,127
2019/05/17/23:59:04.238663,127
2019/05/17/23:59:04.256914,126
2019/05/17/23:59:04.275118,126
2019/05/17/23:59:04.292483,125
2019/05/17/23:59:04.310661,126
2019/05/17/23:59:04.328343,126
2019/05/17/23:59:04.345181,125
2019/05/17/23:59:04.361939,125
2019/05/17/23:59:04.381323,126
2019/05/17/23:59:04.397853,126
2019/05/17/23:59:04.415758,126
2019/05/17/23:59:04.433611,126
2019/05/17/23:59:04.451874,126
2019/05/17/23:59:04.468803,126
2019/05/17/23:59:04.485938,126
2019/05/17/23:59:04.505397,125
2019/05/17/23:59:04.522767,125
2019/05/17/23:59:04.541019,126
2019/05/17/23:59:04.558879,127
2019/05/17/23:59:04.576116,127
2019/05/17/23:59:04.593056,127
2019/05/17/23:59:04.611435,127
2019/05/17/23:59:04.629376,127
2019/05/17/23:59:04.648895,127
2019/05/17/23:59:04.664728,128
2019/05/17/23:59:04.682762,128
2019/05/17/23:59:04.697655,128
2019/05/17/23:59:04.715522,128
2019/05/17/23:59:04.733770,128
2019/05/17/23:59:04.752566,129
2019/05/17/23:59:04.769936,129
2019/05/17/23:59:04.786933,129
2019/05/17/23:59:04.804947,129
2019/05/17/23:59:04.821980,129
2019/05/17/23:59:04.839115,129
2019/05/17/23:59:04.857610,129
2019/05/17/23:59:04.875808,129
2019/05/17/23:59:04.891862,128
2019/05/17/23:59:04.908840,129
2019/05/17/23:59:04.928331,129
2019/05/17/23:59:04.946680,129
2019/05/17/23:59:04.963742,129
2019/05/17/23:59:04.980911,126
2019/05/17/23:59:04.997900,126
2019/05/17/23:59:05.016776,127
2019/05/17/23:59:05.033787,127
2019/05/17/23:59:05.051789,127
2019/05/17/23:59:05.068773,127
2019/05/17/23:59:05.085840,129
2019/05/17/23:59:05.104587,130
2019/05/17/23:59:05.122633,131
2019/05/17/23:59:05.138921,130
2019/05/17/23:59:05.156606,130
2019/05/17/23:59:05.174720,132
2019/05/17/23:59:05.192693,132
2019/05/17/23:59:05.209726,133
2019/05/17/23:59:05.226839,133
2019/05/17/23:59:05.247148,133
2019/05/17/23:59:05.264118,133
2019/05/17/23:59:05.280970,133
2019/05/17/23:59:05.299364,133
2019/05/17/23:59:05.316690,134
2019/05/17/23:59:05.334752,134
