time,.data
2019/05/17/23:54:03.777324,319
2019/05/17/23:54:03.795325,318
2019/05/17/23:54:03.812653,319
2019/05/17/23:54:03.830773,318
2019/05/17/23:54:03.847950,318
2019/05/17/23:54:03.864926,320
2019/05/17/23:54:03.881605,320
2019/05/17/23:54:03.898967,320
2019/05/17/23:54:03.916687,320
2019/05/17/23:54:03.932671,320
2019/05/17/23:54:03.949656,320
2019/05/17/23:54:03.968083,321
2019/05/17/23:54:03.986266,321
2019/05/17/23:54:04.004764,321
2019/05/17/23:54:04.023068,321
2019/05/17/23:54:04.040833,321
2019/05/17/23:54:04.058557,321
2019/05/17/23:54:04.076533,320
2019/05/17/23:54:04.093792,320
2019/05/17/23:54:04.110629,320
2019/05/17/23:54:04.128118,320
2019/05/17/23:54:04.144706,320
2019/05/17/23:54:04.163602,319
2019/05/17/23:54:04.181978,319
2019/05/17/23:54:04.199260,319
2019/05/17/23:54:04.216125,318
2019/05/17/23:54:04.235171,319
2019/05/17/23:54:04.248956,319
2019/05/17/23:54:04.266536,319
2019/05/17/23:54:04.284638,319
2019/05/17/23:54:04.301836,321
2019/05/17/23:54:04.320657,320
2019/05/17/23:54:04.337999,320
2019/05/17/23:54:04.356948,320
2019/05/17/23:54:04.374653,320
2019/05/17/23:54:04.392267,321
2019/05/17/23:54:04.408802,321
2019/05/17/23:54:04.426873,321
2019/05/17/23:54:04.440467,321
2019/05/17/23:54:04.457661,321
2019/05/17/23:54:04.475301,320
2019/05/17/23:54:04.492800,320
2019/05/17/23:54:04.509792,321
2019/05/17/23:54:04.527540,321
2019/05/17/23:54:04.546262,321
2019/05/17/23:54:04.563232,320
2019/05/17/23:54:04.580695,321
2019/05/17/23:54:04.597672,321
2019/05/17/23:54:04.614866,321
2019/05/17/23:54:04.633602,321
2019/05/17/23:54:04.651103,320
2019/05/17/23:54:04.667986,320
2019/05/17/23:54:04.684882,321
2019/05/17/23:54:04.704099,321
2019/05/17/23:54:04.721142,321
2019/05/17/23:54:04.738423,321
2019/05/17/23:54:04.756229,322
2019/05/17/23:54:04.774180,322
2019/05/17/23:54:04.791622,321
2019/05/17/23:54:04.810298,321
2019/05/17/23:54:04.827792,321
