time,.data
2019/05/17/23:54:22.999697,282
2019/05/17/23:54:23.015852,282
2019/05/17/23:54:23.034831,283
2019/05/17/23:54:23.053373,283
2019/05/17/23:54:23.070331,283
2019/05/17/23:54:23.089665,283
2019/05/17/23:54:23.107758,282
2019/05/17/23:54:23.126841,282
2019/05/17/23:54:23.142886,282
2019/05/17/23:54:23.159903,281
2019/05/17/23:54:23.179264,281
2019/05/17/23:54:23.197316,281
2019/05/17/23:54:23.214317,281
2019/05/17/23:54:23.232599,279
2019/05/17/23:54:23.250746,280
2019/05/17/23:54:23.267758,277
2019/05/17/23:54:23.285738,277
2019/05/17/23:54:23.304955,278
2019/05/17/23:54:23.321756,275
2019/05/17/23:54:23.338985,277
2019/05/17/23:54:23.357006,275
2019/05/17/23:54:23.374784,275
2019/05/17/23:54:23.392340,275
2019/05/17/23:54:23.409857,274
2019/05/17/23:54:23.426586,274
2019/05/17/23:54:23.444847,275
2019/05/17/23:54:23.462029,276
2019/05/17/23:54:23.479981,276
2019/05/17/23:54:23.498512,276
2019/05/17/23:54:23.515554,278
2019/05/17/23:54:23.533746,278
2019/05/17/23:54:23.550422,278
2019/05/17/23:54:23.568924,279
2019/05/17/23:54:23.585872,280
2019/05/17/23:54:23.603731,279
2019/05/17/23:54:23.620601,279
2019/05/17/23:54:23.637925,279
2019/05/17/23:54:23.656562,279
2019/05/17/23:54:23.673144,280
2019/05/17/23:54:23.690832,280
2019/05/17/23:54:23.707831,280
2019/05/17/23:54:23.724941,280
2019/05/17/23:54:23.742542,280
2019/05/17/23:54:23.761611,280
2019/05/17/23:54:23.778582,280
2019/05/17/23:54:23.795238,281
2019/05/17/23:54:23.813490,281
2019/05/17/23:54:23.831510,281
2019/05/17/23:54:23.845361,282
2019/05/17/23:54:23.863413,283
2019/05/17/23:54:23.880576,283
2019/05/17/23:54:23.897814,283
2019/05/17/23:54:23.915838,282
2019/05/17/23:54:23.932923,282
2019/05/17/23:54:23.949935,282
2019/05/17/23:54:23.969593,282
2019/05/17/23:54:23.987712,282
2019/05/17/23:54:24.004612,280
2019/05/17/23:54:24.018352,280
2019/05/17/23:54:24.036243,279
2019/05/17/23:54:24.053431,277
2019/05/17/23:54:24.071473,277
2019/05/17/23:54:24.088540,275
2019/05/17/23:54:24.105112,275
2019/05/17/23:54:24.121978,276
2019/05/17/23:54:24.140646,274
2019/05/17/23:54:24.158239,275
2019/05/17/23:54:24.176526,273
2019/05/17/23:54:24.194718,273
2019/05/17/23:54:24.212080,276
2019/05/17/23:54:24.230154,276
2019/05/17/23:54:24.248495,276
2019/05/17/23:54:24.265495,276
2019/05/17/23:54:24.282714,278
2019/05/17/23:54:24.299694,278
2019/05/17/23:54:24.317932,278
2019/05/17/23:54:24.335539,278
2019/05/17/23:54:24.353540,279
2019/05/17/23:54:24.371188,279
2019/05/17/23:54:24.388629,279
2019/05/17/23:54:24.406790,279
2019/05/17/23:54:24.424595,279
2019/05/17/23:54:24.442816,277
2019/05/17/23:54:24.459851,277
2019/05/17/23:54:24.479177,275
2019/05/17/23:54:24.497693,276
2019/05/17/23:54:24.515570,276
2019/05/17/23:54:24.533616,275
2019/05/17/23:54:24.550038,276
2019/05/17/23:54:24.569501,275
2019/05/17/23:54:24.587462,275
2019/05/17/23:54:24.604465,275
2019/05/17/23:54:24.623573,275
2019/05/17/23:54:24.640644,275
2019/05/17/23:54:24.657985,275
2019/05/17/23:54:24.675646,276
2019/05/17/23:54:24.692755,276
2019/05/17/23:54:24.710513,276
2019/05/17/23:54:24.728130,276
2019/05/17/23:54:24.745856,276
2019/05/17/23:54:24.762714,276
2019/05/17/23:54:24.780648,276
2019/05/17/23:54:24.798748,276
2019/05/17/23:54:24.816775,275
2019/05/17/23:54:24.834839,276
2019/05/17/23:54:24.851619,277
2019/05/17/23:54:24.869671,275
2019/05/17/23:54:24.887412,276
2019/05/17/23:54:24.903995,275
2019/05/17/23:54:24.922156,275
2019/05/17/23:54:24.939402,276
2019/05/17/23:54:24.957332,275
2019/05/17/23:54:24.975179,277
2019/05/17/23:54:24.992657,277
2019/05/17/23:54:25.010230,278
