time,.data
2019/05/17/23:54:41.128816,244
2019/05/17/23:54:41.145808,242
2019/05/17/23:54:41.165132,242
2019/05/17/23:54:41.183378,241
2019/05/17/23:54:41.200354,241
2019/05/17/23:54:41.217225,241
2019/05/17/23:54:41.235354,241
2019/05/17/23:54:41.254662,241
2019/05/17/23:54:41.271189,241
2019/05/17/23:54:41.290721,241
2019/05/17/23:54:41.308374,241
2019/05/17/23:54:41.325651,241
2019/05/17/23:54:41.341896,241
2019/05/17/23:54:41.359577,242
2019/05/17/23:54:41.377874,242
2019/05/17/23:54:41.394794,242
2019/05/17/23:54:41.412337,244
2019/05/17/23:54:41.434470,244
2019/05/17/23:54:41.451743,244
2019/05/17/23:54:41.468899,244
2019/05/17/23:54:41.486812,244
2019/05/17/23:54:41.503654,245
2019/05/17/23:54:41.520780,245
2019/05/17/23:54:41.537748,245
2019/05/17/23:54:41.555757,246
2019/05/17/23:54:41.572558,246
2019/05/17/23:54:41.589055,246
2019/05/17/23:54:41.606770,246
2019/05/17/23:54:41.624826,247
2019/05/17/23:54:41.642887,247
2019/05/17/23:54:41.660865,247
2019/05/17/23:54:41.677576,247
2019/05/17/23:54:41.694966,247
2019/05/17/23:54:41.713797,248
2019/05/17/23:54:41.730693,247
2019/05/17/23:54:41.748646,247
2019/05/17/23:54:41.766815,247
2019/05/17/23:54:41.784475,245
2019/05/17/23:54:41.802686,245
2019/05/17/23:54:41.819731,242
2019/05/17/23:54:41.837710,243
2019/05/17/23:54:41.854637,243
2019/05/17/23:54:41.871569,239
2019/05/17/23:54:41.888744,239
2019/05/17/23:54:41.905639,240
2019/05/17/23:54:41.923735,241
2019/05/17/23:54:41.940732,241
2019/05/17/23:54:41.959051,239
2019/05/17/23:54:41.977164,242
2019/05/17/23:54:41.995241,242
2019/05/17/23:54:42.012562,242
2019/05/17/23:54:42.030519,243
2019/05/17/23:54:42.047498,243
2019/05/17/23:54:42.065764,243
2019/05/17/23:54:42.083640,243
2019/05/17/23:54:42.101698,243
2019/05/17/23:54:42.119587,243
2019/05/17/23:54:42.136872,243
2019/05/17/23:54:42.153575,244
2019/05/17/23:54:42.171519,245
2019/05/17/23:54:42.188536,244
2019/05/17/23:54:42.205726,245
2019/05/17/23:54:42.222756,246
2019/05/17/23:54:42.242109,246
2019/05/17/23:54:42.257213,247
2019/05/17/23:54:42.274823,247
2019/05/17/23:54:42.293709,248
2019/05/17/23:54:42.310638,249
2019/05/17/23:54:42.328836,249
2019/05/17/23:54:42.347519,249
2019/05/17/23:54:42.364380,249
2019/05/17/23:54:42.382599,249
2019/05/17/23:54:42.399774,250
2019/05/17/23:54:42.416771,250
2019/05/17/23:54:42.434922,250
2019/05/17/23:54:42.453263,250
2019/05/17/23:54:42.471220,252
2019/05/17/23:54:42.488895,251
2019/05/17/23:54:42.505800,251
2019/05/17/23:54:42.523700,251
2019/05/17/23:54:42.541945,250
2019/05/17/23:54:42.560100,249
2019/05/17/23:54:42.577096,249
2019/05/17/23:54:42.594117,247
2019/05/17/23:54:42.613756,247
2019/05/17/23:54:42.630731,247
2019/05/17/23:54:42.648762,244
2019/05/17/23:54:42.665695,244
2019/05/17/23:54:42.684793,241
2019/05/17/23:54:42.703067,241
2019/05/17/23:54:42.720123,242
2019/05/17/23:54:42.737297,239
2019/05/17/23:54:42.754365,239
2019/05/17/23:54:42.773771,238
2019/05/17/23:54:42.790905,239
2019/05/17/23:54:42.811581,239
2019/05/17/23:54:42.828051,239
2019/05/17/23:54:42.845786,239
2019/05/17/23:54:42.865831,240
2019/05/17/23:54:42.882828,240
2019/05/17/23:54:42.899761,242
2019/05/17/23:54:42.918675,242
2019/05/17/23:54:42.935839,243
2019/05/17/23:54:42.953589,243
2019/05/17/23:54:42.970491,244
2019/05/17/23:54:42.988081,243
2019/05/17/23:54:43.005831,243
2019/05/17/23:54:43.023981,245
2019/05/17/23:54:43.042094,244
2019/05/17/23:54:43.059734,244
2019/05/17/23:54:43.078011,243
2019/05/17/23:54:43.095281,243
2019/05/17/23:54:43.113162,244
2019/05/17/23:54:43.130339,243
2019/05/17/23:54:43.147588,244
2019/05/17/23:54:43.164713,243
2019/05/17/23:54:43.182893,245
2019/05/17/23:54:43.201006,245
2019/05/17/23:54:43.218130,245
2019/05/17/23:54:43.235756,245
2019/05/17/23:54:43.252758,245
2019/05/17/23:54:43.270959,245
2019/05/17/23:54:43.289769,245
2019/05/17/23:54:43.311746,245
2019/05/17/23:54:43.330038,245
2019/05/17/23:54:43.346915,246
2019/05/17/23:54:43.364735,247
2019/05/17/23:54:43.382763,247
2019/05/17/23:54:43.399828,247
2019/05/17/23:54:43.416749,245
2019/05/17/23:54:43.435598,245
2019/05/17/23:54:43.452324,244
2019/05/17/23:54:43.470425,244
2019/05/17/23:54:43.487391,244
2019/05/17/23:54:43.506440,243
2019/05/17/23:54:43.525012,244
2019/05/17/23:54:43.542244,244
2019/05/17/23:54:43.559846,245
2019/05/17/23:54:43.578853,245
2019/05/17/23:54:43.596778,245
2019/05/17/23:54:43.613857,246
2019/05/17/23:54:43.633038,246
2019/05/17/23:54:43.650258,246
2019/05/17/23:54:43.667383,246
2019/05/17/23:54:43.684754,246
2019/05/17/23:54:43.701726,246
2019/05/17/23:54:43.719702,245
2019/05/17/23:54:43.732498,245
2019/05/17/23:54:43.750791,245
2019/05/17/23:54:43.763431,243
2019/05/17/23:54:43.782799,244
2019/05/17/23:54:43.802083,244
2019/05/17/23:54:43.820249,244
2019/05/17/23:54:43.838389,245
2019/05/17/23:54:43.855778,243
2019/05/17/23:54:43.872642,244
2019/05/17/23:54:43.891389,241
2019/05/17/23:54:43.908378,242
2019/05/17/23:54:43.927516,242
2019/05/17/23:54:43.945473,241
2019/05/17/23:54:43.962537,242
2019/05/17/23:54:43.979637,242
2019/05/17/23:54:43.996614,242
2019/05/17/23:54:44.013881,242
2019/05/17/23:54:44.028631,242
2019/05/17/23:54:44.046446,243
2019/05/17/23:54:44.062877,242
2019/05/17/23:54:44.081642,242
