time,.data
2019/05/17/23:58:32.751626,133
2019/05/17/23:58:32.768840,132
2019/05/17/23:58:32.785865,131
2019/05/17/23:58:32.804278,131
2019/05/17/23:58:32.821311,131
2019/05/17/23:58:32.838171,131
2019/05/17/23:58:32.856312,131
2019/05/17/23:58:32.873733,131
2019/05/17/23:58:32.892094,131
2019/05/17/23:58:32.910360,131
2019/05/17/23:58:32.928600,130
2019/05/17/23:58:32.946633,131
2019/05/17/23:58:32.964892,131
2019/05/17/23:58:32.982142,129
2019/05/17/23:58:32.999165,129
2019/05/17/23:58:33.017434,130
2019/05/17/23:58:33.034357,129
2019/05/17/23:58:33.051715,129
2019/05/17/23:58:33.068725,129
2019/05/17/23:58:33.087046,129
2019/05/17/23:58:33.102841,130
2019/05/17/23:58:33.119827,129
2019/05/17/23:58:33.137173,129
2019/05/17/23:58:33.155845,130
2019/05/17/23:58:33.174394,130
2019/05/17/23:58:33.192284,132
2019/05/17/23:58:33.210704,132
2019/05/17/23:58:33.228715,131
2019/05/17/23:58:33.245868,135
2019/05/17/23:58:33.261839,135
2019/05/17/23:58:33.280054,138
2019/05/17/23:58:33.297462,137
2019/05/17/23:58:33.315831,137
2019/05/17/23:58:33.333140,139
2019/05/17/23:58:33.351254,138
2019/05/17/23:58:33.368808,137
2019/05/17/23:58:33.384789,137
2019/05/17/23:58:33.403963,136
2019/05/17/23:58:33.421090,136
2019/05/17/23:58:33.439040,135
2019/05/17/23:58:33.452731,135
2019/05/17/23:58:33.472501,134
2019/05/17/23:58:33.489856,134
2019/05/17/23:58:33.506526,133
2019/05/17/23:58:33.523660,132
2019/05/17/23:58:33.541818,132
2019/05/17/23:58:33.559877,132
2019/05/17/23:58:33.576016,131
2019/05/17/23:58:33.593829,131
2019/05/17/23:58:33.610574,131
2019/05/17/23:58:33.627228,131
2019/05/17/23:58:33.644319,131
2019/05/17/23:58:33.661494,130
2019/05/17/23:58:33.680807,132
2019/05/17/23:58:33.697901,131
2019/05/17/23:58:33.714760,131
2019/05/17/23:58:33.731837,131
2019/05/17/23:58:33.748744,130
2019/05/17/23:58:33.766889,130
2019/05/17/23:58:33.783896,129
2019/05/17/23:58:33.801016,128
2019/05/17/23:58:33.818251,128
2019/05/17/23:58:33.835217,128
2019/05/17/23:58:33.852346,128
2019/05/17/23:58:33.869118,128
2019/05/17/23:58:33.885784,130
2019/05/17/23:58:33.904756,129
2019/05/17/23:58:33.921867,131
2019/05/17/23:58:33.939929,131
2019/05/17/23:58:33.958183,131
2019/05/17/23:58:33.977022,136
2019/05/17/23:58:33.994587,136
2019/05/17/23:58:34.012072,139
2019/05/17/23:58:34.029653,138
2019/05/17/23:58:34.047763,138
2019/05/17/23:58:34.066813,140
2019/05/17/23:58:34.080327,140
2019/05/17/23:58:34.098385,139
2019/05/17/23:58:34.116048,138
2019/05/17/23:58:34.134794,138
2019/05/17/23:58:34.151836,138
2019/05/17/23:58:34.170226,138
2019/05/17/23:58:34.186147,137
2019/05/17/23:58:34.203340,136
2019/05/17/23:58:34.223569,136
2019/05/17/23:58:34.241912,136
2019/05/17/23:58:34.258198,135
2019/05/17/23:58:34.275802,135
2019/05/17/23:58:34.293089,134
2019/05/17/23:58:34.310656,134
2019/05/17/23:58:34.327987,135
2019/05/17/23:58:34.344949,134
2019/05/17/23:58:34.362751,134
2019/05/17/23:58:34.380698,134
2019/05/17/23:58:34.398708,135
2019/05/17/23:58:34.417093,135
2019/05/17/23:58:34.433911,134
2019/05/17/23:58:34.451440,134
2019/05/17/23:58:34.470171,135
2019/05/17/23:58:34.487768,134
2019/05/17/23:58:34.505862,133
2019/05/17/23:58:34.524115,133
2019/05/17/23:58:34.542340,132
2019/05/17/23:58:34.559476,132
2019/05/17/23:58:34.577974,130
2019/05/17/23:58:34.595679,130
2019/05/17/23:58:34.613780,130
2019/05/17/23:58:34.632804,130
2019/05/17/23:58:34.650106,131
2019/05/17/23:58:34.669574,131
2019/05/17/23:58:34.688298,132
2019/05/17/23:58:34.704223,134
2019/05/17/23:58:34.722466,133
2019/05/17/23:58:34.740207,136
2019/05/17/23:58:34.759498,135
2019/05/17/23:58:34.777795,135
2019/05/17/23:58:34.795857,137
2019/05/17/23:58:34.813053,137
2019/05/17/23:58:34.831057,139
2019/05/17/23:58:34.849172,138
2019/05/17/23:58:34.866685,138
2019/05/17/23:58:34.883920,139
2019/05/17/23:58:34.901043,138
2019/05/17/23:58:34.917830,138
2019/05/17/23:58:34.935063,138
2019/05/17/23:58:34.952193,137
2019/05/17/23:58:34.970302,138
2019/05/17/23:58:34.988451,137
2019/05/17/23:58:35.005592,137
2019/05/17/23:58:35.023899,136
2019/05/17/23:58:35.042190,135
2019/05/17/23:58:35.060546,135
2019/05/17/23:58:35.079986,135
2019/05/17/23:58:35.092744,135
2019/05/17/23:58:35.109835,134
2019/05/17/23:58:35.129520,135
2019/05/17/23:58:35.147597,135
2019/05/17/23:58:35.166131,135
2019/05/17/23:58:35.183309,135
2019/05/17/23:58:35.202721,135
2019/05/17/23:58:35.218836,135
2019/05/17/23:58:35.237949,135
2019/05/17/23:58:35.256543,134
2019/05/17/23:58:35.275801,135
2019/05/17/23:58:35.292951,135
2019/05/17/23:58:35.309904,134
2019/05/17/23:58:35.328227,134
2019/05/17/23:58:35.346156,133
2019/05/17/23:58:35.363340,132
2019/05/17/23:58:35.381565,133
2019/05/17/23:58:35.399992,132
2019/05/17/23:58:35.416168,131
2019/05/17/23:58:35.433819,133
2019/05/17/23:58:35.451486,134
2019/05/17/23:58:35.468364,135
2019/05/17/23:58:35.485639,135
2019/05/17/23:58:35.502666,134
2019/05/17/23:58:35.519863,136
2019/05/17/23:58:35.537056,135
2019/05/17/23:58:35.554722,135
2019/05/17/23:58:35.571656,137
2019/05/17/23:58:35.589681,136
2019/05/17/23:58:35.607301,138
2019/05/17/23:58:35.624317,137
2019/05/17/23:58:35.641192,137
2019/05/17/23:58:35.659279,137
2019/05/17/23:58:35.676231,136
2019/05/17/23:58:35.693920,135
2019/05/17/23:58:35.710603,135
2019/05/17/23:58:35.728928,135
2019/05/17/23:58:35.746537,134
2019/05/17/23:58:35.763564,135
2019/05/17/23:58:35.781469,134
2019/05/17/23:58:35.800453,135
2019/05/17/23:58:35.818483,135
2019/05/17/23:58:35.835445,137
2019/05/17/23:58:35.852653,136
2019/05/17/23:58:35.869545,138
2019/05/17/23:58:35.883297,138
2019/05/17/23:58:35.901295,141
2019/05/17/23:58:35.919490,141
2019/05/17/23:58:35.936678,140
2019/05/17/23:58:35.953575,141
2019/05/17/23:58:35.971041,141
2019/05/17/23:58:35.987672,140
2019/05/17/23:58:36.006083,140
2019/05/17/23:58:36.023414,139
2019/05/17/23:58:36.041648,139
2019/05/17/23:58:36.059759,138
2019/05/17/23:58:36.077831,137
2019/05/17/23:58:36.094118,137
2019/05/17/23:58:36.107730,137
2019/05/17/23:58:36.125946,136
2019/05/17/23:58:36.143188,135
2019/05/17/23:58:36.162536,135
2019/05/17/23:58:36.179828,133
2019/05/17/23:58:36.196903,133
2019/05/17/23:58:36.215270,132
2019/05/17/23:58:36.232197,132
2019/05/17/23:58:36.248898,132
2019/05/17/23:58:36.263752,132
2019/05/17/23:58:36.281956,132
2019/05/17/23:58:36.299158,132
2019/05/17/23:58:36.316268,132
2019/05/17/23:58:36.334786,133
2019/05/17/23:58:36.351829,133
2019/05/17/23:58:36.365762,133
2019/05/17/23:58:36.383868,133
2019/05/17/23:58:36.400986,133
2019/05/17/23:58:36.417122,133
2019/05/17/23:58:36.436345,133
2019/05/17/23:58:36.453848,133
2019/05/17/23:58:36.471795,133
2019/05/17/23:58:36.489373,132
2019/05/17/23:58:36.508748,133
2019/05/17/23:58:36.526911,132
2019/05/17/23:58:36.542959,134
2019/05/17/23:58:36.559871,134
2019/05/17/23:58:36.576911,133
2019/05/17/23:58:36.596728,135
2019/05/17/23:58:36.613995,135
2019/05/17/23:58:36.634005,137
2019/05/17/23:58:36.651684,136
2019/05/17/23:58:36.669555,138
2019/05/17/23:58:36.687074,140
2019/05/17/23:58:36.705345,139
2019/05/17/23:58:36.723250,142
2019/05/17/23:58:36.740298,141
2019/05/17/23:58:36.757491,140
2019/05/17/23:58:36.776039,142
2019/05/17/23:58:36.794781,141
2019/05/17/23:58:36.812676,141
2019/05/17/23:58:36.830714,141
2019/05/17/23:58:36.849894,140
2019/05/17/23:58:36.866789,139
2019/05/17/23:58:36.883495,139
2019/05/17/23:58:36.901708,138
2019/05/17/23:58:36.918672,137
2019/05/17/23:58:36.937861,136
2019/05/17/23:58:36.955513,136
2019/05/17/23:58:36.972908,136
2019/05/17/23:58:36.992097,136
2019/05/17/23:58:37.010695,137
2019/05/17/23:58:37.027697,136
2019/05/17/23:58:37.045562,135
2019/05/17/23:58:37.063507,135
2019/05/17/23:58:37.082628,134
2019/05/17/23:58:37.099934,134
2019/05/17/23:58:37.116958,134
2019/05/17/23:58:37.134022,133
2019/05/17/23:58:37.153288,133
2019/05/17/23:58:37.170381,132
2019/05/17/23:58:37.188546,132
2019/05/17/23:58:37.205750,131
2019/05/17/23:58:37.222719,131
2019/05/17/23:58:37.240977,131
2019/05/17/23:58:37.257195,131
2019/05/17/23:58:37.274091,131
2019/05/17/23:58:37.291236,130
2019/05/17/23:58:37.309286,130
2019/05/17/23:58:37.326104,131
2019/05/17/23:58:37.344464,131
2019/05/17/23:58:37.362884,132
2019/05/17/23:58:37.381210,132
2019/05/17/23:58:37.399198,132
2019/05/17/23:58:37.417063,134
2019/05/17/23:58:37.434747,134
2019/05/17/23:58:37.452931,137
2019/05/17/23:58:37.469913,136
2019/05/17/23:58:37.487031,136
2019/05/17/23:58:37.504090,139
2019/05/17/23:58:37.520725,138
2019/05/17/23:58:37.537949,140
2019/05/17/23:58:37.557034,139
2019/05/17/23:58:37.573099,138
2019/05/17/23:58:37.590633,139
2019/05/17/23:58:37.609711,138
2019/05/17/23:58:37.627670,139
2019/05/17/23:58:37.645393,138
2019/05/17/23:58:37.663417,139
2019/05/17/23:58:37.681101,138
2019/05/17/23:58:37.698118,138
2019/05/17/23:58:37.716935,137
2019/05/17/23:58:37.733989,136
2019/05/17/23:58:37.750936,136
2019/05/17/23:58:37.768353,135
2019/05/17/23:58:37.785746,135
2019/05/17/23:58:37.803912,134
2019/05/17/23:58:37.822606,134
2019/05/17/23:58:37.840548,134
2019/05/17/23:58:37.857318,133
2019/05/17/23:58:37.875603,133
2019/05/17/23:58:37.893922,132
2019/05/17/23:58:37.910766,132
2019/05/17/23:58:37.928909,132
2019/05/17/23:58:37.947776,131
2019/05/17/23:58:37.964939,131
2019/05/17/23:58:37.982018,131
2019/05/17/23:58:37.999251,132
2019/05/17/23:58:38.017705,131
2019/05/17/23:58:38.035048,131
